name;wind_east;wind_swest;wind_north;wind_middle
data;0.012131;0.038689;0.038689;0.012131
data;0.00377053;0.0170678;0.0177615;0.006557377
data;0.00098361;0.001057933;0.001664858;0.00098361
data;0.008043653;0.00487658;0.006734377;0.009521225
data;0.04859575;0.06105925;0.052283;0.06291175
data;0.2180425;0.2941775;0.226015;0.321325
data;0.70288;0.8874;0.7903675;0.9088125
data;0.999205;1;0.9999825;1
data;1;1;1;1
data;1;1;1;1
data;1;0.733335;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;0.9883475;1;1
data;1;0.999995;1;1
data;1;1;1;1
data;1;1;1;1
data;0.9999825;1;0.999995;1
data;0.9815175;0.99764;0.9679675;0.971815
data;0.998075;1;0.9984525;0.998775
data;0.996065;1;0.9955425;0.9969375
data;0.93196;0.9928025;0.88118;0.88284
data;0.478425;0.577165;0.3541525;0.38825
data;0.52033;0.6490475;0.4731175;0.499345
data;0.848815;0.8879725;0.7431125;0.7259
data;0.8042675;0.67101;0.741605;0.742015
data;0.9794025;0.946305;0.97505;0.9853625
data;0.994335;0.95496;0.98616;0.993575
data;0.6021125;0.373935;0.5324075;0.562245
data;0.4498675;0.25902;0.4018025;0.418525
data;0.82745;0.4139875;0.69213;0.6822975
data;0.7795;0.56066;0.76721;0.5732825
data;0.951515;0.7126125;0.9050175;0.6594775
data;0.999615;0.9958625;0.999215;0.9953425
data;0.9990375;0.9858125;0.9985125;0.99895
data;1;1;1;1
data;1;1;1;1
data;1;1;1;0.98829
data;1;1;1;0.995625
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;0.997715;0.9445825;0.9972875;1
data;0.9998375;0.973425;0.99764;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;0.99764;0.8927475;0.9865525;1
data;0.99475;0.7545875;0.9838;0.9896775
data;0.9069825;0.4572475;0.709945;0.721465
data;0.622625;0.262155;0.415735;0.4240975
data;0.598525;0.25902;0.4603275;0.3880625
data;0.41743;0.1825475;0.253125;0.22591
data;0.081866;0.019333303;0.0352715;0.04916125
data;0.013931;0.00098361;0.001924955;0.012131
data;0.03674125;0.00098361;0.020095;0.02186875
data;0.038689;0.00098361;0.012131;0.012131
data;0.01959675;0.0108305;0.012131;0.028951
data;0.03786275;0.0355905;0.012131;0.038689
data;0.05092925;0.04710425;0.028951;0.07001375
data;0.1425575;0.1595525;0.10942625;0.2142775
data;0.1774425;0.16328;0.16328;0.208035
data;0.362075;0.3183725;0.3421225;0.384525
data;0.274895;0.161922;0.22798;0.2025575
data;0.03490055;0.00839346;0.019759677;0.01333725
data;0.001057933;0;0.000590173;3.06E-05
data;0.00469958;1.64E-05;0.001664857;0.000540985
data;0.03293475;0.00093443;0.02794175;0.008043653
data;0.038689;0.00098361;0.038689;0.012131
data;0.038689;0.00098361;0.038689;0.012131
data;0.038689;0.002469958;0.038689;0.012131
data;0.03160675;0.012131;0.03116425;0.012131
data;0.012131;0.002469958;0.009530075;0.012131
data;0.015672;0.01663575;0.01699975;0.01788525
data;0.06939175;0.118999;0.07015675;0.11063225
data;0.026838;0.05785475;0.026838;0.05628425
data;0.012131;0.02452475;0.012131;0.03116425
data;0.006185753;0.012131;0.012131;0.0108305
data;0.002655755;0.004885253;0.012131;0.003584805
data;0.02777025;0.032492;0.03381975;0.0307215
data;0.013754;0.01788525;0.01788525;0.01788525
data;0.006185753;0.012131;0.012131;0.012131
data;0.00098361;0.010273275;0.01168525;0.002469958
data;0.00052459;0.000540985;0.001046985;0.00037705
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0.000360655;0;0;0.000377048
data;0;0;0;0
data;0;0;0;0.000622952
data;0;0;0;0.000131148
data;0.000672133;0;0;0.0007541
data;0;0;0;3.06E-05
data;0.000737705;0.000786888;0.000491803;0.000953008
data;0.00098361;0.001429508;0.00098361;0.00098361
data;0.00098361;0.014412;0.0082297;0.006743275
data;0.000131148;0.000530053;0.000295083;0.000213123
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0.000868855;0.000491803;0
data;0;0.000911477;0.000737705;0
data;0;6.55E-06;0;0
data;0;0;0;0
data;0.00052459;0.0007541;0.000672125;0.0007541
data;0.00098361;0.00377053;0.00098361;0.00414208
data;0.004513705;0.0187705;0.007114803;0.01655725
data;0.02939375;0.044809;0.03160675;0.0593445
data;0.07540975;0.08459;0.038689;0.13772825
data;0.07005475;0.07693975;0.03851175;0.148595
data;0.02363925;0.014125678;0.01184915;0.05628425
data;0.012131;0.00098361;0.00098361;0.0187705
data;0.002469958;0.00098361;0.00098361;0.012131
data;0.00098361;0.00098361;0.00098361;0.012131
data;0.00098361;0.00098361;0.00097268;0.00990165
data;0.00018032;0.000131148;6.01E-05;0.00034426
data;0;0;0;0.000540985
data;0.00062295;0.0007541;0.000672133;0.000786888
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0.00016393;6.55E-06;0.000229507;7.21E-05
data;0.00098361;0.000911478;0.0091585;0.003020795
data;0.00098361;0.00098361;0.003398905;0.00098361
data;0.002655755;0.002655755;0.00499458;0.00321313
data;0.0280655;0.060836;0.0592515;0.0516175
data;0.038689;0.08459;0.05628425;0.08459
data;0.01959675;0.08579775;0.038689;0.08459
data;0.03786275;0.1534275;0.044809;0.13772825
data;0.05217725;0.253715;0.097988;0.2031175
data;0.2112175;0.8538575;0.3248825;0.7527375
data;0.288145;0.99275;0.4965575;0.92733
data;0.174045;0.6516225;0.2650425;0.61689
data;0.2165325;0.7190125;0.303825;0.56066
data;0.1961375;0.5859025;0.25902;0.54115
data;0.130923;0.2828;0.1697475;0.283365
data;0.02504925;0.03879275;0.03241525;0.0426415
data;0.006185753;0.001330433;0.006557377;0.0108305
data;0.00098361;0.000953007;0.00098361;0.00098361
data;0.00098361;3.06E-05;0.000672135;0.00070492
data;0.00098361;0.00042623;0.00098361;0.00098361
data;0.00098361;0;0.000911477;0.00098361
data;0.000131148;0;6.55E-06;0.000213123
data;0.00062295;0.000196727;0.00021312;0.00082951
data;0;0;0;2.30E-05
data;0;0;0;0
data;0.000377048;0;0;0.00042623
data;0;0;0;0
data;0.000622952;1.64E-05;0.000295083;0.000622952
data;0.00098361;0.00093443;0.006185753;0.008043653
data;0.00098361;0.004327955;0.005256878;0.012131
data;0.0121585;0.0428;0.019213;0.019366
data;0.06868425;0.265025;0.10730125;0.1340595
data;0.205755;0.684785;0.27408;0.3441525
data;0.1602225;0.608855;0.25902;0.2769425
data;0.1825425;0.80872;0.27067;0.3329525
data;0.240325;0.9145625;0.3621675;0.3974725
data;0.067177;0.238985;0.08226125;0.0919175
data;0.01275075;0.044809;0.01275075;0.01275075
data;0.03160675;0.05169425;0.03381975;0.03381975
data;0.038689;0.04333;0.03976;0.044809
data;0.08321975;0.1243915;0.114152;0.13048
data;0.1671175;0.208035;0.19104;0.214025
data;0.3171525;0.369855;0.39661;0.456045
data;0.5077075;0.6576875;0.7121275;0.7018
data;0.5950825;0.9479275;0.6611475;0.85361
data;0.4218675;0.613885;0.372295;0.595085
data;0.5622625;0.694915;0.6502725;0.6639325
data;0.3340125;0.37645;0.3641525;0.44082
data;0.3329525;0.3015875;0.2420225;0.4057025
data;0.5077075;0.5077075;0.3195075;0.559545
data;0.56066;0.61574;0.3777575;0.56066
data;0.459825;0.4697275;0.25392;0.5201475
data;0.1643825;0.14361825;0.115273;0.1915175
data;0.214025;0.200755;0.21844;0.2446525
data;0.3753675;0.362075;0.4920925;0.4588325
data;0.1661855;0.13646975;0.24754;0.1685725
data;0.0585795;0.0317925;0.094507;0.04986675
data;0.01832775;0.005083503;0.040066;0.01275075
data;0.05813675;0.0293815;0.114152;0.03993975
data;0.10029025;0.08454725;0.22163;0.107535
data;0.21313;0.200755;0.407815;0.2365875
data;0.3687975;0.4139875;0.7121275;0.4650075
data;0.42967;0.56066;0.76721;0.56066
data;0.535575;0.54115;0.6611475;0.56066
data;0.312785;0.3105475;0.33235;0.397215
data;0.2558475;0.2301275;0.2114325;0.25902
data;0.1602225;0.1341025;0.1232355;0.1825425
data;0.154795;0.1425575;0.084437;0.1497225
data;0.0590085;0.05475425;0.03558475;0.0446925
data;0.017295;0.019213;0.01443275;0.013754
data;0.08652;0.073072;0.0917035;0.0934695
data;0.192735;0.1888575;0.1944375;0.2148325
data;0.11840525;0.15705;0.1051205;0.112365
data;0.07311475;0.12081925;0.05628425;0.07234975
data;0.040984;0.0677595;0.038689;0.040117
data;0.0922785;0.151215;0.08527275;0.1133545
data;0.05169425;0.0562435;0.044809;0.05016425
data;0.038689;0.0223115;0.038689;0.038689
data;0.07540975;0.038689;0.0654645;0.0735575
data;0.148595;0.05857925;0.1425575;0.1534275
data;0.148595;0.038689;0.11840525;0.12081925
data;0.08459;0.038689;0.08459;0.08459
data;0.0966665;0.038689;0.10029025;0.10270425
data;0.15705;0.05551925;0.15705;0.15705
data;0.13652025;0.038689;0.13652025;0.1541525
data;0.07923475;0.02541;0.0639345;0.0809255
data;0.038689;0.0355905;0.038689;0.038689
data;0.040117;0.040117;0.038689;0.040117
data;0.079796;0.083162;0.0654645;0.081326
data;0.0323555;0.044809;0.03337725;0.03444825
data;0.01131355;0.0136284;0.0108305;0.01168525
data;0.000812028;0.000426223;0.00037705;0.000735508
data;0;0;0;0
data;0;0;0;0
data;6.55E-06;0;0;6.55E-06
data;0.0012583;0.00090711;0.00090711;0.004069948
data;0.01196125;0.0199834;0.0159999;0.01655725
data;0.0489815;0.08213125;0.05423075;0.06159875
data;0.189895;0.311885;0.23384;0.2603425
data;0.6599675;0.934945;0.8339825;0.836765
data;0.9695225;1;0.999125;0.9993875
data;0.9999425;1;1;1
data;1;1;1;1
data;1;1;1;1
data;0.99979;1;1;1
data;0.99601;1;1;1
data;1;1;1;1
data;0.997725;0.999615;0.9989525;1
data;0.9883625;0.98566;0.9941425;0.996065
data;0.94;0.862245;0.943345;0.9473
data;0.9112025;0.76721;0.934625;0.934625
data;0.76913;0.79313;0.7956275;0.7985075
data;0.9559025;0.98725;0.974885;0.9792
data;0.9979875;0.9998375;0.99986;1
data;0.937435;0.904635;0.943365;0.94649
data;0.478425;0.3187825;0.4095775;0.481215
data;0.39344;0.15705;0.25902;0.39344
data;0.39344;0.15773;0.27067;0.39344
data;0.39344;0.2512025;0.3813425;0.418075
data;0.263265;0.134267;0.19467;0.2192025
data;0.11840525;0.024278;0.0651825;0.07766225
data;0.0646995;0.00245758;0.038689;0.038689
data;0.091684;0.0253975;0.07464475;0.07780675
data;0.03647;0.003584703;0.02794525;0.02816575
data;0.0677595;0.0235244;0.05092925;0.05857925
data;0.017470175;0.003398905;0.009726753;0.013399025
data;0.01295725;0.004327955;0.007114803;0.012131
data;0.03786275;0.03624775;0.02496725;0.02496725
data;0.0771005;0.1306215;0.0659475;0.07766225
data;0.179645;0.3385375;0.180625;0.200755
data;0.25902;0.54115;0.25902;0.297105
data;0.25902;0.507705;0.25902;0.25902
data;0.26126;0.56066;0.27067;0.3329525
data;0.385825;0.6054125;0.3920975;0.42131
data;0.241685;0.34783;0.243385;0.2845925
data;0.0876075;0.0741575;0.077541;0.090464
data;0.038689;0.03027875;0.038689;0.038689
data;0.0771005;0.040525;0.05398925;0.0613575
data;0.1881425;0.108804;0.1789625;0.2001025
data;0.3710375;0.3153675;0.419565;0.4672925
data;0.2912775;0.197455;0.2626525;0.2935525
data;0.110065;0.05177475;0.077541;0.10270425
data;0.08408;0.038689;0.038689;0.07234975
data;0.041494;0.02541;0.038689;0.038689
data;0.038689;0.006557377;0.038689;0.038689
data;0.04333;0.003584805;0.038689;0.040117
data;0.131637;0.054716;0.10942625;0.1254295
data;0.15705;0.08459;0.15705;0.18424
data;0.13893425;0.08459;0.1232355;0.1244425
data;0.08459;0.0608745;0.07693975;0.08459
data;0.148595;0.13772825;0.11840525;0.13772825
data;0.13893425;0.15705;0.09425;0.11840525
data;0.08459;0.15705;0.08459;0.08459
data;0.07617475;0.148595;0.07234975;0.07617475
data;0.0188383;0.0383335;0.012797928;0.01521315
data;0.001057933;0.003398905;0.00098361;0.00098361
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.005180355;0.016142;0.00499458;0.007409803
data;0.0618015;0.095054;0.0558855;0.0630765
data;0.04119875;0.041552;0.038995;0.044809
data;0.013754;0.008415275;0.015672;0.015672
data;0.01699975;0.0100874;0.01832775;0.01832775
data;0.004216403;0.000606568;0.003101652;0.006012503
data;0.02370155;0.022595803;0.03051205;0.0350615
data;0.264375;0.39817;0.2985525;0.35047
data;0.3575925;0.471475;0.3777575;0.39344
data;0.25902;0.3687975;0.27067;0.39344
data;0.3239875;0.39344;0.3929925;0.4742625
data;0.3531125;0.39344;0.3880625;0.5077075
data;0.24372;0.2769425;0.250255;0.2836625
data;0.3195075;0.369855;0.3195075;0.369855
data;0.5077075;0.6077375;0.54115;0.559545
data;0.56066;0.56066;0.56066;0.56066
data;0.56066;0.6742625;0.6260675;0.622625
data;0.7431125;0.8879725;0.82481;0.8305675
data;0.5882;0.633145;0.622625;0.6191825
data;0.471475;0.471475;0.54115;0.56066
data;0.3665575;0.33071;0.3777575;0.415735
data;0.2688775;0.25902;0.2836625;0.39344
data;0.4489725;0.434185;0.50082;0.526395
data;0.82745;0.850105;0.85419;0.8559225
data;0.7725875;0.847845;0.9083225;0.9112025
data;0.76721;0.6054125;0.677705;0.6742625
data;0.76721;0.581545;0.62951;0.62951
data;0.9112025;0.879295;0.9025625;0.9112025
data;0.94;0.8996825;0.94;0.94
data;0.960075;0.9573375;0.97285;0.981975
data;0.8017675;0.6940875;0.761585;0.7903175
data;0.9106275;0.8504975;0.746325;0.9106275
data;0.6976275;0.5097275;0.3962425;0.68386
data;0.239975;0.1395135;0.1791425;0.236575
data;0.25392;0.152945;0.154795;0.18424
data;0.1791425;0.08454725;0.06006875;0.1244425
data;0.13286;0.05608225;0.04557425;0.10319575
data;0.3445525;0.281065;0.1760525;0.35971
data;0.2836625;0.1883175;0.148595;0.2836625
data;0.3966675;0.29635;0.2819675;0.3826775
data;0.6900975;0.55836;0.6778125;0.65361
data;0.4958025;0.3597275;0.56869;0.4549525
data;0.2666675;0.195655;0.3508725;0.229865
data;0.13893425;0.08072225;0.1927375;0.107535
data;0.08459;0.038689;0.15705;0.05628425
data;0.150295;0.08889475;0.229845;0.1087425
data;0.25616;0.22163;0.509;0.30313
data;0.38672;0.25902;0.56066;0.39344
data;0.42131;0.3038275;0.62951;0.418525
data;0.68046;0.55836;0.876645;0.65361
data;0.4638025;0.3597275;0.455465;0.46033
data;0.3665575;0.25902;0.25902;0.3665575
data;0.2688775;0.25902;0.226725;0.2688775
data;0.392545;0.352215;0.27918;0.412055
data;0.3015875;0.229865;0.21313;0.3015875
data;0.1791425;0.107535;0.094507;0.170645
data;0.1087425;0.05016425;0.038995;0.09425
data;0.08459;0.0677595;0.07005475;0.08459
data;0.13048;0.08459;0.08459;0.08459
data;0.12771;0.06719675;0.04694525;0.07846975
data;0.011650353;0.00338248;0.002131158;0.009355178
data;0.00098361;0.000213123;0.000131148;0.00098361
data;0.013929;0.003841505;0.00320438;0.009991153
data;0.10209775;0.07685675;0.06504675;0.11267125
data;0.1526225;0.1425575;0.12806525;0.148595
data;0.06167975;0.05475425;0.07770475;0.05628425
data;0.06856475;0.05117075;0.12463525;0.06618875
data;0.2019075;0.20685;0.3430175;0.2142775
data;0.2527875;0.2471225;0.4965575;0.2471225
data;0.136446;0.1176775;0.268445;0.122025
data;0.196135;0.1718625;0.419565;0.22163
data;0.15705;0.1425575;0.288145;0.170645
data;0.19104;0.1791425;0.3239875;0.214025
data;0.3854625;0.3798325;0.5119675;0.4567325
data;0.7052725;0.833355;0.85419;0.8357075
data;0.9359675;0.997195;0.9831925;0.9883625
data;0.864215;0.93205;0.8543075;0.91961
data;0.271135;0.2180375;0.1885085;0.29258
data;0.15705;0.08459;0.06240425;0.13410525
data;0.15705;0.08579775;0.08459;0.15705
data;0.2165325;0.1566;0.12081925;0.21313
data;0.2881425;0.2558475;0.2471225;0.297105
data;0.242025;0.22673;0.231585;0.2515425
data;0.1328965;0.09988475;0.06500475;0.125565
data;0.04633925;0.015612025;0.008362803;0.02726225
data;0.038689;0.0140785;0.004513705;0.01788525
data;0.0646995;0.04386675;0.02921625;0.0631695
data;0.02496725;0.012355178;0.01275075;0.0223115
data;0.01131355;0.00098361;0.002469958;0.009344225
data;0.001057933;0.0002459;0.00098361;0.00098361
data;0.002469958;0.000868855;0.00990165;0.002469958
data;0.0108305;0.00098361;0.01832775;0.010273275
data;0.00098361;0.000213123;0.003584805;0.000540985
data;0.00098361;0;0.00098361;0.000278688
data;0.00098361;0.000737705;0.01165675;0.00377053
data;0.0108305;0.008601025;0.03786275;0.012131
data;0.012131;0.012131;0.038689;0.012131
data;0.012131;0.02673775;0.038689;0.02363925
data;0.012131;0.015672;0.0187705;0.012131
data;0.012131;0.012131;0.012131;0.012131
data;0.012131;0.02142625;0.012131;0.02142625
data;0.013459;0.015672;0.01008745;0.0140785
data;0.06103525;0.079836;0.04167225;0.06685475
data;0.2384;0.278335;0.1964975;0.33486
data;0.4815075;0.56869;0.4536075;0.65361
data;0.394555;0.48541;0.39344;0.46033
data;0.3486325;0.3613975;0.3432175;0.3777575
data;0.151098;0.10562975;0.0911405;0.18881
data;0.0646995;0.03249175;0.0254985;0.06631
data;0.08459;0.038689;0.03860025;0.10029025
data;0.09087;0.0639345;0.05245925;0.15705
data;0.1568075;0.13048;0.11840525;0.1602225
data;0.15705;0.1825425;0.2184575;0.24837
data;0.1147815;0.15705;0.1602225;0.1420325
data;0.13048;0.208035;0.2335275;0.15705
data;0.13893425;0.2335275;0.2558475;0.1541525
data;0.08408;0.154795;0.1602225;0.0771005
data;0.04119875;0.08684425;0.11840525;0.038689
data;0.013754;0.044809;0.05092925;0.015672
data;0.03337725;0.05475425;0.07168675;0.02363925
data;0.02363925;0.038689;0.040117;0.01655725
data;0.05322425;0.07923475;0.07168675;0.05398925
data;0.038689;0.05016425;0.040117;0.038689
data;0.03839375;0.03116425;0.03160675;0.038689
data;0.013931;0.006743153;0.012131;0.01611475
data;0.0451565;0.02452475;0.02496725;0.04807125
data;0.115988;0.094935;0.09264;0.13772825
data;0.13893425;0.1398375;0.1425575;0.1425575
data;0.04706575;0.020775953;0.03241525;0.03064475
data;0.010273275;0.00052459;0.003398905;0.00469958
data;0.000786888;0;0.0002459;0.000327868
data;0;0;0;0
data;0.000311475;0;0.00016393;0.000131148
data;0.007300553;0.000786888;0.003770503;0.00098361
data;0.008972775;0.001169407;0.00284153;0.00302733
data;0.0460205;0.0406744;0.04585975;0.050128
data;0.2287475;0.345245;0.2597075;0.2943825
data;0.6422925;0.9666875;0.81697;0.8791525
data;0.7953225;0.999615;0.9783525;0.9907975
data;0.4977375;0.7361;0.6503975;0.682025
data;0.4642925;0.64638;0.6297425;0.6249675
data;0.93783;0.9967575;0.987735;0.9905875
data;0.71944;0.885155;0.822165;0.8332925
data;0.76876;0.9522225;0.848785;0.914215
data;0.3770525;0.3142925;0.3475525;0.40027
data;0.1798125;0.0717455;0.1244425;0.1352765
data;0.06167975;0.012355178;0.0417105;0.033743
data;0.034705;0.00098361;0.012131;0.012131
data;0.0646995;0.0108305;0.03160675;0.03160675
data;0.08459;0.0355905;0.040117;0.05016425
data;0.134103;0.0608745;0.083162;0.08459
data;0.1876375;0.08459;0.0874885;0.0966665
data;0.27918;0.148595;0.15536;0.18254
data;0.21313;0.1449725;0.15705;0.151735
data;0.1147815;0.041754;0.07894975;0.06473975
data;0.04710425;0.002469958;0.011912678;0.008814428
data;0.03204925;0.000377048;0.001169407;0.001330433
data;0.05092925;0.004251355;0.0177704;0.014086
data;0.1748475;0.07756925;0.08225225;0.08610925
data;0.34639;0.297135;0.262185;0.236925
data;0.28945;0.23612;0.242025;0.24871
data;0.12399175;0.10029025;0.1449725;0.120772
data;0.1341025;0.12565075;0.15705;0.14948
data;0.0601095;0.041754;0.07971475;0.0651825
data;0.0136284;0.002955198;0.02098025;0.013814275
data;0.000557378;6.55E-06;0.001243708;0.000540985
data;0;0;0.00098361;0
data;0.000213123;0;0.00098361;0.0002459
data;0.00098361;0.000229508;0.00098361;0.00098361
data;0.0002459;0;0.00018032;0.000213123
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0.000491803;0;0;0.0002459
data;0.00098361;0.000622952;0.000868855;0.001330433
data;0.00098361;0.00098361;0.00098361;0.01178425
data;0.0108305;0.007114803;0.0108305;0.012131
data;0.01178425;0.002469958;0.012131;0.012131
data;0.001330433;0.00098361;0.002469958;0.012131
data;0.000737705;0.000704928;0.000721313;0.006185753
data;0;0;0;0.00037705
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0.000622952;0.000491803;0.000737705;0
data;0.00098361;0.00098361;0.00098361;0
data;0.00098361;0.001330433;0.00377053;0.0002459
data;0.0087869;0.00974065;0.0110039;0.000960657
data;0.000278688;0.000196718;0.000291075;3.93E-05
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;2.30E-05;3.93E-05;3.93E-05;0.000213123
data;0.002430613;0.000960658;0.000960658;0.00822945
data;0.01131355;0.0108305;0.00098361;0.012131
data;0.001057933;0.002469958;0.00098361;0.00897265
data;0.003398905;0.0108305;0.0108305;0.012131
data;0.012308;0.01275075;0.012131;0.02541
data;0.03674125;0.0452765;0.03160675;0.07617475
data;0.038689;0.038689;0.038689;0.0616395
data;0.038689;0.038689;0.038689;0.038689
data;0.04333;0.05455225;0.04633925;0.05765275
data;0.131637;0.31583;0.2080775;0.22504
data;0.13772825;0.348015;0.2454225;0.2197075
data;0.03527325;0.08024525;0.077662;0.04227875
data;0.01965575;0.0639345;0.0677595;0.0355905
data;0.038689;0.13772825;0.13772825;0.06240425
data;0.038689;0.09425;0.09425;0.038689
data;0.0258525;0.044809;0.08459;0.015672
data;0.038689;0.05475425;0.08459;0.0355905
data;0.038689;0.04633925;0.08459;0.038995
data;0.07923475;0.13450675;0.1473875;0.09209225
data;0.05628425;0.046182;0.0644975;0.0639345
data;0.02629525;0.006928927;0.0220515;0.01913875
data;0.003584805;0.00018032;0.001003275;0.001801108
data;0.00098361;0;0.000672133;0.00098361
data;0.000491803;0;0;0.0002459
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0.0007541;0.0007541;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0.000540985;0;0.000622952
data;7.21E-05;0.000459015;0.000327868;0.000459015
data;0.004135523;0.021781525;0.02189625;0.01835525
data;0.012131;0.07234975;0.038689;0.038689
data;0.012131;0.1313825;0.046339;0.0355905
data;0.002469958;0.020775953;0.015098475;0.006371653
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.00034427;0.00042623;0.00098361;0.00098361
data;0.00098361;0.006185753;0.0091585;0.00098361
data;0.00098361;0.01699975;0.01832775;0.0087869
data;0.000409833;0.002469958;0.003584805;0.000426223
data;0.00016393;0.00098361;0.00098361;0.00018032
data;0.00098361;0.006371653;0.00990165;0.007300553
data;0.002469958;0.002469958;0.012131;0.012131
data;0.012131;0.00098361;0.002469958;0.012131
data;0.008415275;0.00098361;0.00098361;0.012131
data;0.0187705;0.00520433;0.007557553;0.02372125
data;0.090023;0.0911725;0.0564865;0.17654275
data;0.202935;0.185385;0.1441675;0.362075
data;0.09670525;0.04409025;0.04883775;0.12210525
data;0.03559;0.003844803;0.010459125;0.02411125
data;0.073152;0.0366655;0.03551475;0.081305
data;0.2872925;0.47005;0.29651;0.4670875
data;0.4671925;0.95852;0.76407;0.86008
data;0.0998405;0.1849075;0.1572125;0.165986
data;0.0376265;0.03116425;0.038689;0.03600375
data;0.01275075;0.006222928;0.019213;0.010674375
data;0.02054075;0.0209465;0.0358965;0.02009825
data;0.0646995;0.09867725;0.1017545;0.0654645
data;0.08459;0.1995375;0.15705;0.12081925
data;0.148595;0.1244425;0.1232355;0.15705
data;0.1401435;0.08459;0.08459;0.134103
data;0.049774;0.048244;0.07005475;0.038694
data;0.0111345;0.00777275;0.02629475;0.006929075
data;0.0478625;0.06439175;0.07143175;0.03116425
data;0.02009825;0.018750325;0.042667;0.015672
data;0.03337725;0.01788525;0.038689;0.02496725
data;0.07005475;0.040525;0.0616395;0.05322425
data;0.15906;0.106464;0.107535;0.151098
data;0.32608;0.224915;0.2289925;0.3598325
data;0.2455675;0.105233;0.117604;0.2769425
data;0.27694;0.14328;0.1541525;0.33519
data;0.1927375;0.04875625;0.0659255;0.1825425
data;0.2471225;0.04786925;0.083162;0.179145
data;0.170645;0.038689;0.05016425;0.148595
data;0.15705;0.02408175;0.044809;0.08684425
data;0.15705;0.07005475;0.08459;0.14948
data;0.10149825;0.044809;0.08459;0.0713025
data;0.08459;0.05475425;0.08459;0.083162
data;0.07540975;0.03674125;0.07005475;0.0390545
data;0.02452475;0.005991178;0.02363925;0.010893025
data;0.003956355;0.000358467;0.003398905;0.000836065
data;0.009344225;0.002810928;0.01481425;0.007929178
data;0.0505685;0.0607155;0.08072225;0.068404
data;0.211775;0.25415;0.249285;0.2225675
data;0.1134975;0.08208125;0.11505;0.1000035
data;0.08459;0.083519;0.08459;0.10995025
data;0.046237;0.08459;0.08459;0.08459
data;0.08485275;0.107535;0.107535;0.13048
data;0.18474;0.2531475;0.237465;0.2852075
data;0.3195075;0.39344;0.38672;0.39344
data;0.3486325;0.344275;0.3423125;0.3609425
data;0.162236;0.05679475;0.0856355;0.09496275
data;0.05245925;0.001801108;0.015672;0.01215875
data;0.07540975;0.00098361;0.02496725;0.012131
data;0.08459;0.008043725;0.03160675;0.012131
data;0.05628425;0.00098361;0.00990165;0.007114803
data;0.038689;0.00062295;0.001169407;0.00098361
data;0.0682425;0.004251355;0.0177704;0.01313225
data;0.1823225;0.0739445;0.0786275;0.08490125
data;0.303825;0.2284275;0.2284275;0.22333
data;0.25902;0.25902;0.25902;0.288145
data;0.2632;0.38166;0.3329525;0.39344
data;0.3892575;0.58495;0.4547525;0.54115
data;0.2926225;0.4849625;0.392545;0.415735
data;0.2538425;0.2952025;0.28456;0.323005
data;0.52481;0.8717375;0.59541;0.801045
data;0.3761625;0.5586375;0.333735;0.5184375
data;0.130866;0.07956525;0.09987775;0.1019005
data;0.08459;0.02363925;0.038689;0.05016425
data;0.08408;0.046339;0.038689;0.08459
data;0.041494;0.024023;0.02313775;0.04863425
data;0.0616395;0.03680025;0.03680025;0.0639345
data;0.03072125;0.007734552;0.01275075;0.021426
data;0.038689;0.00098361;0.012131;0.012131
data;0.040117;0.008043653;0.0355905;0.012131
data;0.083162;0.012131;0.038689;0.0355905
data;0.09087;0.01295725;0.0677595;0.038689
data;0.1568075;0.03786275;0.13772825;0.05016425
data;0.2471225;0.0639345;0.2335275;0.08459
data;0.29729;0.097799;0.28198;0.1068205
data;0.6539125;0.46437;0.75734;0.3970325
data;0.9048675;0.9021825;0.9910475;0.742365
data;0.63708;0.4644275;0.721725;0.461265
data;0.325845;0.1438525;0.2808075;0.1953325
data;0.170645;0.05092925;0.1099525;0.0890175
data;0.09425;0.038689;0.07923475;0.08459
data;0.082754;0.03160675;0.038689;0.05628425
