id;electricity_2020;electricity_2025;electricity_2030;electricity_2035;electricity_2040;electricity_2045;electricity_2050
7771;96,43;92,3;88,61;69,78;41,58;73,43;71,65
7772;97,356;93,25;88,48;69,78;41,08;73,43;72,72
7773;94,608;90,96;89,15;69,78;74,08;73,43;72,72
7774;95,16;91,42;88,46;69,78;65,73;68,07;72,72
7775;92,772;89,43;86,19;69,78;46,78;73,43;72,72
7776;88,908;86,21;83,81;69,78;28,09;73,43;72,72
7777;85,968;83,76;83,81;69,78;31,75;73,43;72,72
7778;84,948;82,91;83,39;69,78;65,77;73,43;72,72
7779;85,056;83;83,81;69,78;74,08;73,43;72,72
7780;90,648;90,99;86,25;88,29;74,08;91,98;92,7
7781;96,5;95,97;89,15;93,69;95,15;94,24;93,32
7782;110,562;108,04;96,06;97,61;100,02;98,6;95,43
7783;128,044;122,79;97,66;96,52;100,02;99,19;96,52
7784;117,974;114,1;93,28;95,73;99,78;97,47;94,73
7785;105,98;103,87;90,98;94,14;97,09;94,24;93,32
7786;102,48;100,85;88,32;92,13;74,08;91,98;92,7
7787;99,544;98,2;87,83;89,65;74,08;73,43;91,48
7788;100,436;98,2;87,81;88,22;74,08;73,43;87,02
7789;99,176;98,2;88,15;90,66;74,08;73,43;93,32
7790;103,316;101,65;89,91;92,62;74,08;91,36;93,32
7791;108,848;106,26;90,98;92,74;94,52;73,43;93,32
7792;110,04;103,82;89,15;88,96;74,08;73,43;72,72
7793;106,92;101,22;87,81;69,78;67,09;73,43;72,72
7794;100,788;96,11;86,75;69,78;53,44;44,07;72,72
7795;96,396;92,45;82,84;51,1;25,91;73,43;72,72
7796;93,74;86,38;64,92;46,83;23,79;42,8;49,58
7797;81,838;76,58;64,92;38,48;0;0;50,29
7798;86,064;71,72;64,92;0;0;0;0
7799;86,04;71,7;49,14;0;0;0;0
7800;86,004;71,67;46,83;0;0;0;0
7801;83,916;69,93;41,89;0;0;0;0
7802;83,916;69,93;40,52;0;0;0;0
7803;83,916;69,93;40,47;0;0;0;0
7804;82,632;68,86;42,59;0;0;0;0
7805;82,44;68,7;47,37;0;0;0;0
7806;82,44;68,7;43,31;0;0;0;0
7807;82,548;68,79;53,46;0;0;0;0
7808;83,724;69,77;50,36;0;0;0;0
7809;82,632;68,86;39,77;0;0;0;0
7810;82,44;68,7;33,87;0;0;0;0
7811;78,54;65,45;0;0;0;0;0
7812;59,712;49,76;0;0;0;0;0
7813;54,012;45,01;0;0;0;0;0
7814;55,116;45,93;0;0;0;0;0
7815;68,844;57,37;0;0;0;0;0
7816;78,54;65,45;0;0;0;0;0
7817;82,176;68,48;0;-1;0;0;0
7818;59,076;49,23;0;-25;0;0;0
7819;0;0;0;-25;0;0;0
7820;0;0;-1;-25;0;0;0
7821;0;0;-1;-25;0;0;0
7822;0;0;-1;-25;0;0;0
7823;0;0;-1;-25;0;0;0
7824;0;0;-1;-25;0;0;0
7825;0;0;-1;-25;0;0;0
7826;0;0;-1;-25;0;0;0
7827;0;0;-1;-25;0;0;0
7828;0;0;-1;-25;0;0;0
7829;0;0;-1;-25;0;0;0
7830;0;0;-1;-25;0;0;0
7831;0;0;-1;-25;0;0;0
7832;0;0;-1;-25;0;0;0
7833;0;0;0;-25;0;0;0
7834;0;0;0;-25;0;0;0
7835;0;0;-1;-25;0;0;0
7836;0;0;-1;-25;0;0;0
7837;0;0;-1;-25;0;0;0
7838;0;0;-1;-25;0;0;0
7839;0;0;-1;-25;0;0;0
7840;0;0;-1;-25;0;0;0
7841;0;0;-1;-25;0;0;0
7842;0;0;-1;-25;0;0;0
7843;0;0;-1;-25;0;0;0
7844;0;0;0;-25;0;0;0
7845;0;0;0;-25;0;0;0
7846;0;0;0;-25;0;0;0
7847;0;0;0;-25;0;0;0
7848;0;0;0;-25;0;0;0
7849;0;0;0;-25;0;0;0
7850;0;0;0;-25;0;0;0
7851;0;0;0;-25;0;0;0
7852;0;0;0;-25;0;0;0
7853;0;0;-1;-25;0;0;0
7854;82,428;68,69;0;-25;0;0;0
7855;85,932;71,61;-1;-25;0;0;0
7856;85,932;71,61;-1;-25;0;0;0
7857;85,932;71,61;0;-25;0;0;0
7858;85,932;71,61;0;-25;0;0;0
7859;85,932;71,61;0;-25;0;0;0
7860;85,932;71,61;0;-25;0;0;0
7861;85,932;71,61;-1;-25;0;0;0
7862;87,228;72,69;-1;-25;0;0;0
7863;94,176;78,48;0;-25;0;0;0
7864;110,436;92,03;0;-25;0;0;0
7865;103,596;86,33;0;-25;0;0;0
7866;91,356;76,13;0;-25;0;0;0
7867;85,932;71,61;0;-25;0;0;0
7868;68,736;57,28;0;-25;0;0;0
7869;0;0;0;-25;0;0;0
7870;0;0;0;-25;0;0;0
7871;0;0;0;-25;0;0;0
7872;0;0;0;-25;0;0;0
7873;0;0;0;-25;0;0;0
7874;0;0;0;-25;0;0;0
7875;0;0;0;-25;0;0;0
7876;0;0;0;-25;0;0;0
7877;0;0;0;-25;0;0;0
7878;82,428;68,69;0;-25;0;0;0
7879;85,884;71,57;0;-25;0;0;0
7880;82,536;68,78;0;-25;0;0;0
7881;62,268;51,89;0;-1;0;0;0
7882;62,028;51,69;0;-1;0;0;0
7883;53,292;44,41;0;-1;0;0;0
7884;49,776;41,48;0;-1;0;0;0
7885;46,764;38,97;0;-25;0;0;0
7886;83,712;69,76;0;-25;0;0;0
7887;85,884;71,57;0;-25;0;0;0
7888;94,176;78,48;0;-25;0;0;0
7889;94,176;78,48;0;-25;0;0;0
7890;90,516;75,43;0;-25;0;0;0
7891;85,884;71,57;0;-25;0;0;0
7892;85,884;71,57;0;-25;0;0;0
7893;83,712;69,76;0;-25;0;0;0
7894;35,34;29,45;0;-25;0;0;0
7895;35,34;29,45;0;-25;0;0;0
7896;32,544;27,12;0;-25;0;0;0
7897;31,992;26,66;0;-25;0;0;0
7898;31,992;26,66;0;-25;0;0;0
7899;34,212;28,51;0;-25;0;0;0
7900;41,256;34,38;0;-25;0;0;0
7901;81,336;67,78;0;-25;0;0;0
7902;85,848;71,54;0;-25;0;0;0
7903;85,848;71,54;0;-25;0;0;0
7904;85,848;71,54;0;-1;0;0;0
7905;82,536;68,78;0;-1;0;0;0
7906;82,536;68,78;0;0;0;0;0
7907;82,62;68,85;0;0;0;0;0
7908;82,536;68,78;0;0;0;0;0
7909;83,904;69,92;0;0;0;0;0
7910;83,712;69,76;0;-1;0;0;0
7911;83,904;69,92;0;-1;0;0;0
7912;85,848;71,54;0;-1;0;0;0
7913;85,848;71,54;0;-1;0;0;0
7914;85,848;71,54;0;-1;0;0;0
7915;85,848;71,54;0;-1;0;0;0
7916;85,848;71,54;0;-1;0;0;0
7917;85,848;71,54;0;-1;0;0;0
7918;85,848;71,54;0;-25;0;0;0
7919;83,904;69,92;0;-25;0;0;0
7920;85,812;71,51;0;-25;0;0;0
7921;85,812;71,51;0;-25;0;0;0
7922;85,812;71,51;0;-25;0;0;0
7923;85,812;71,51;0;-25;0;0;0
7924;85,812;71,51;0;-25;0;0;0
7925;100,74;83,95;0;-1;0;0;0
7926;112,2;93,5;64,95;0;0;0;0
7927;115,572;96,31;64,95;0;0;0;0
7928;113,472;94,56;7,58;0;0;0;0
7929;109,992;91,66;0;0;0;0;0
7930;100,74;83,95;0;0;0;0;0
7931;85,812;71,51;0;0;0;0;0
7932;85,812;71,51;0;0;0;0;0
7933;85,812;71,51;0;0;0;0;0
7934;86,04;71,7;0;0;0;0;0
7935;87,216;72,68;0;0;0;0;0
7936;102;85;0;0;0;0;0
7937;102,396;85,33;0;0;0;0;0
7938;102,396;85,33;0;0;0;0;0
7939;94,164;78,47;0;0;0;0;0
7940;94,164;78,47;0;0;0;0;0
7941;91,344;76,12;0;0;0;0;0
7942;86,04;71,7;0;-1;0;0;0
7943;85,812;71,51;0;-1;0;0;0
7944;85,776;71,48;57,58;-1;0;0;0
7945;85,776;71,48;3,84;-1;0;0;0
7946;85,776;71,48;64,95;-1;0;0;0
7947;85,776;71,48;64,95;-1;0;0;0
7948;85,776;71,48;64,95;-1;0;0;0
7949;100,788;83,99;64,95;-1;0;0;0
7950;111,144;92,62;64,95;0;0;0;0
7951;113,448;94,54;64,95;0;0;0;0
7952;112,536;93,78;64,95;0;0;0;0
7953;107,856;89,88;64,95;0;0;0;0
7954;90,852;75,71;64,95;0;0;0;0
7955;90,852;75,71;64,95;0;0;0;0
7956;91,344;76,12;64,95;0;0;0;0
7957;91,344;76,12;74,85;0;0;0;0
7958;93,48;77,9;74,85;0;0;0;0
7959;94,164;78,47;86,78;0;0;0;0
7960;99,348;82,79;87,48;0;0;0;0
7961;101,976;84,98;87,28;0;0;0;0
7962;103,2;86;87,68;0;0;0;0
7963;103,452;86,21;87,68;0;0;0;0
7964;103,2;86;88,14;0;0;0;0
7965;84,806;82,79;88,51;0;0;0;72,71
7966;94,164;78,47;86,28;0;0;0;0
7967;77,33;76,56;83,81;0;0;0;72,71
7968;84,356;71,73;64,95;0;0;0;8,6
7969;71,486;71,69;82,7;0;0;0;72,71
7970;78,574;75,41;82,05;0;0;0;59,59
7971;75,95;75,41;82,87;23,04;0;0;72,71
7972;72,662;72,67;83,81;69,8;0;0,39;72,71
7973;72,662;72,67;86,28;69,8;0;0,43;72,71
7974;69,284;72,98;87,86;69,8;0;73,43;91,46
7975;75,26;77,96;88,14;69,8;0;73,43;91,46
7976;78,248;80,45;87,81;69,8;16,44;73,43;91,46
7977;80,948;82,7;87,48;69,8;3,64;73,43;91,46
7978;80,66;82,77;87,48;69,8;53,45;73,43;93,32
7979;75,488;78,46;86,28;69,8;3,75;73,43;93,32
7980;77,876;80,45;87,28;88,11;65,78;73,43;93,32
7981;80,66;82,77;87,81;88,11;74,09;81,2;93,32
7982;80,9;82,97;88,02;89,7;74,09;81,84;93,32
7983;84,512;85,98;88,93;91,94;74,09;92,69;93,32
7984;92,284;92,65;91,95;92,44;93,59;94,23;94,48
7985;93,412;93,6;92,61;93,72;94,23;94,23;94,54
7986;93,006;93,57;91,84;93,94;95,1;94,46;96,39
7987;90,77;91,73;90,27;94,32;95,1;95,47;96,53
7988;83,694;86,07;89,88;94,34;95,15;97,24;97,95
7989;83,836;86,24;89,7;94,33;95,15;97,39;98,26
7990;82,252;85,17;89,88;94,86;95,15;97,39;99,76
7991;79,45;82,68;89,1;95,36;95,38;97,39;98,83
7992;75,736;79,63;89,1;94,87;98,22;99,19;99,1
7993;74,35;78,46;88,94;94,87;98,19;98,82;99,01
7994;74,424;78,46;88,94;94,92;97,15;98,82;98,64
7995;74,256;78,46;89,7;95,04;97,66;99,05;99,48
7996;78,456;81,79;89;95,19;97,15;99,07;98,46
7997;79,452;82,69;89;97,41;100,21;99,25;98,88
7998;83,104;86,22;89,92;103,3;103,8;100,46;101,8
7999;87,22;89,65;91,76;106,21;103,8;101,7;101,8
8000;89,764;91,77;91,76;106,21;103,8;102,8;101,8
8001;89,764;91,77;92,86;106,21;103,8;102,8;101,8
8002;91,516;93,53;93,86;106,21;103,8;102,58;103,6
8003;91,876;93,53;92,86;106,21;103,8;101,57;101,8
8004;91,036;92,83;93,86;104,38;103,8;102,64;101,8
8005;91,412;94,39;93,86;136,52;107,05;103,34;109,28
8006;89,168;96,42;97,21;136,52;115,66;127,66;132,68
8007;87,778;99,07;109,17;153,39;150,36;156,39;155,53
8008;93,91;104,18;122,21;162,66;158,58;157,21;155,53
8009;98,746;108,21;122,21;149,89;153,92;156,39;155,53
8010;93,52;103,34;113,02;136,52;111,63;127,66;152,44
8011;95,718;100,04;96,3;106,66;105,91;112,25;121,65
8012;97,47;99,5;92,45;101,1;103,8;105,94;109,65
8013;94,384;96,42;91,12;99,32;103,58;105,41;106,6
8014;92,626;94,75;90,82;98,66;102,96;106,59;105,37
8015;91,296;95,3;90,87;98,66;102,96;106,96;115,32
8016;91,314;95,65;91,73;99,46;103,8;107,85;117,33
8017;92,568;96,36;91,76;99,45;105,55;105,94;115,32
8018;91,794;96,46;90,94;99,45;105,55;107,85;119,79
8019;93,114;96,17;91,73;99,32;103,8;106,96;111,45
8020;92,532;96,33;91,02;98,3;105,55;104,51;115,32
8021;97,742;98,99;90,88;97,73;103,8;104,48;105,23
8022;108,274;108,18;90,88;98,84;105,49;110,2;107,71
8023;139,374;133,92;91,76;99,32;105,63;110,42;106,65
8024;124,746;123,92;94,08;100,79;107,39;118,55;119,79
8025;139,828;133,92;94,08;101,02;107,39;117,43;104,38
8026;136,746;133,92;94,08;101,02;107,05;108,59;119,79
8027;126,928;123,54;93,87;100,21;105,55;107,69;106,6
8028;126,794;123,54;95,4;101,02;107,05;105,94;107,27
8029;129,69;128,04;94,3;101,1;107,05;110,35;119,79
8030;135,162;132,6;95,4;102,38;107,05;110,52;119,79
8031;152,648;149,32;99,41;104,76;128,9;127,66;132,68
8032;180,57;173,77;107,47;112,68;136,4;124,48;139,77
8033;168,176;162,26;118,42;112,68;136,54;127,66;132,68
8034;164,132;158,89;113,03;109,49;128,9;127,66;132,68
8035;134,658;131,31;100;104,76;112,69;108,51;114,57
8036;119,048;117,71;98,81;101,15;107,05;103,34;111,02
8037;111,366;111,9;97,58;101,02;103,8;103,34;114,57
8038;100,566;102,9;94,23;97,73;103,8;102,8;114,57
8039;98,978;99,53;96,3;97,41;103,8;102,8;102,29
8040;99,804;100,42;96,3;96,94;103,8;102,8;103,5
8041;98,284;100,32;96,3;96,56;103,8;102,8;110,5
8042;98,846;99,42;96,3;96,39;103,8;102,8;102,29
8043;99,664;100,32;95,75;95,44;100,95;102,8;103,6
8044;98,584;99,42;94,08;94,88;100,77;102,8;103,6
8045;101,596;103,08;96,3;93,95;100,21;101,39;110,5
8046;123,328;120,17;105,67;94,17;100,77;100,73;104,38
8047;123,746;120,17;105,67;93,19;100,7;100,73;102,29
8048;121,072;117,86;96,3;93,94;98,98;99,05;101,8
8049;112,56;110,18;96,3;92,54;95,15;94,46;98,28
8050;104,376;103,03;96,3;90,33;74,09;92,69;96,3
8051;104,376;103,03;94,16;91,41;74,09;92,64;96,3
8052;104,48;103,03;95,17;91,62;78,46;94,11;95,78
8053;104,376;103,03;94,16;91,62;78,46;93,61;96,3
8054;112,956;110,18;94,79;91,93;74,09;94,11;96,3
8055;115,764;112,52;102,06;90,33;74,09;92,69;96,3
8056;129,65;123,61;105,67;91,13;92,38;92,69;93,41
8057;119,338;115;102,43;88,12;74,09;92,64;93,31
8058;115,246;111,59;102,06;69,81;74,09;92,69;93,31
8059;110,782;107,87;95,1;69,81;74,09;92,69;93,31
8060;104,974;103,03;92,64;69,81;74,09;92,69;93,31
8061;99,214;98,23;91,02;69,81;74,09;73,43;93,31
8062;97,258;96,6;89,77;69,81;74,09;91,96;93,31
8063;95,134;94,83;88,95;69,81;74,09;73,43;93,31
8064;95,422;95,07;88,95;69,81;74,1;73,43;93,31
8065;92,974;93,03;88,36;69,81;74,1;73,43;93,31
8066;95,194;94,88;88,95;69,81;74,1;73,43;93,31
8067;95,648;94,95;88,65;69,81;27,36;73,43;91,46
8068;97,284;96,52;88,95;69,81;22,94;73,43;92,7
8069;97,378;96,7;89,77;88,12;74,1;73,43;93,31
8070;100,222;99,07;91,86;90,04;74,1;73,43;93,31
8071;100,486;99,29;92;91,41;74,1;73,43;93,31
8072;100,222;99,07;90,55;91,41;74,1;73,43;93,31
8073;100,222;99,07;90,05;92,6;74,1;73,43;93,31
8074;99,034;98,08;89,93;93,2;74,1;88,6;93,31
8075;98,08;97,43;90,29;93,74;74,1;94,23;94,18
8076;99,034;98,08;90,83;93,95;92,38;94,23;93,31
8077;100,128;99,07;91,76;94,53;92,38;94,23;93,78
8078;101,354;100,33;92,54;95,06;94,05;94,36;95,21
8079;105,36;104,11;94,21;95,2;95,15;96,72;97,86
8080;109,966;107,91;98,4;96,59;97,3;98,03;97,63
8081;111,642;109,41;102,43;96,95;98,19;98,91;98,25
8082;111,72;109,41;102,43;96,69;98,98;99,56;97,86
8083;106,738;105,45;100,08;98,63;98,72;100,48;99,01
8084;107,192;105,76;100,08;99,36;100,77;100,71;98,6
8085;105,052;104,11;103,25;100,8;101,59;103,74;99,4
8086;100,79;100,72;99,35;101,73;102,34;104,01;100,37
8087;100,598;100,45;98,13;101,53;102,34;104,01;99,71
8088;100,742;100,57;97,58;100,8;102,34;104,51;99,71
8089;100,958;100,75;98,93;101,11;101,67;103,74;99,71
8090;102,888;102,32;97,23;101,03;101,69;103,74;99,48
8091;100,444;100,46;97,01;100,8;101,46;102,65;100,54
8092;103,868;103,29;98,93;101,53;102,37;102,8;100,4
8093;116,808;113,92;113,04;111,81;104,41;110,35;99,48
8094;136,596;130,41;135,81;138,36;112,67;121,41;99,48
8095;170,21;158,57;147,62;138,63;128,44;127,66;100,37
8096;170,576;158,88;151,71;144,82;111,63;127,66;100,4
8097;157,806;148,11;147,62;138,63;109,6;127,66;99,63
8098;170,76;158,88;147,62;137,89;106,43;117,76;99,48
8099;157,956;148,11;127,77;136,55;106,43;116,44;98,88
8100;143,976;136,35;130,24;136,55;106,43;115,06;98,22
8101;157,968;148,11;130,89;131,8;107,05;113,23;98,82
8102;157,852;148,11;151,51;142,3;111,42;131,59;99,4
8103;173,732;161,51;147,62;149,91;116,38;133,99;100,4
8104;183,078;169,35;151,71;142,3;116,38;135,98;100,71
8105;173,916;161,51;151,71;125,11;109,72;119,19;99,48
8106;157,032;147,44;126,92;120,63;105,91;113,03;99,48
8107;127,416;122,76;122,24;107,47;102,96;104,63;99,48
8108;110,088;108,32;104,84;101,53;101,59;102,58;99,48
8109;106,692;105,49;96,31;98,75;100,53;101,97;99,48
8110;100,046;99,68;94,09;95,78;99,78;99,43;97,85
8111;96,88;96,84;91,04;95,06;98,54;98,59;96,64
8112;95,726;95,82;91,03;94,19;96,33;97,46;96,29
8113;95,066;95,27;90,61;93,2;95,62;95,4;96,29
8114;97,458;96,96;90,56;93,2;95,15;94,23;94,47
8115;95,446;95,09;90,61;92,79;95,15;94,23;93,31
8116;95,218;94,9;90,56;92,79;94,52;94,23;93,31
8117;97,678;96,95;91,56;92,79;95,15;94,23;93,31
8118;102,046;100,59;92,51;92,46;94,52;94,23;93,31
8119;105,442;103,42;92,54;92,46;92,62;92,12;93,31
8120;103,078;101,45;90,56;91,42;92,37;73,43;93,31
8121;100,318;99,15;90,29;91,42;92,37;91,95;93,31
8122;99,13;98,16;90,01;91,42;74,1;91,95;93,31
8123;98,554;97,68;90,29;90,71;91,36;73,43;93,31
8124;98,554;97,68;90,06;90,71;74,1;91,95;93,31
8125;98,554;97,68;90,06;90,71;74,1;73,43;93,31
8126;102,046;100,59;90,56;90,05;74,1;73,43;93,31
8127;105,574;103,53;93,34;91,96;74,1;73,43;93,31
8128;108,358;105,85;95,18;93,2;92,96;73,43;93,31
8129;107,89;105,46;95,11;92,67;92,96;73,43;93,31
8130;104,278;102,45;93,34;91,42;92,37;91,95;93,31
8131;101,866;100,13;91,86;90,71;74,1;91,95;91,45
8132;99,362;98,25;90,56;89,72;74,1;73,43;92,69
8133;95,662;95,27;89,2;84,77;74,1;73,43;93,31
8134;94,118;93,88;87,86;75,2;74,1;73,43;92,69
8135;86,956;87,76;87,71;69,81;74,1;73,43;91,78
8136;85;86,13;87,72;78,5;74,1;73,42;91,78
8137;85;86,13;87,71;84,04;74,1;73,42;91,78
8138;84,028;85,32;87,71;81,27;74,1;73,42;91,78
8139;85,108;86,22;87,51;82,45;74,1;73,42;91,78
8140;83,47;85,11;87,71;86,4;74,1;73,42;93,31
8141;84,538;86;87,89;80,21;74,1;73,42;93,31
8142;84,802;86,22;88,37;86,6;74,1;73,42;93,31
8143;85,006;86,39;88,54;84,04;74,1;73,42;93,31
8144;89,998;90,55;88,37;86,81;74,1;79,28;93,31
8145;86,782;87,87;88,05;87,26;74,1;73,42;93,31
8146;86,782;87,87;88,37;87,26;74,1;73,42;93,31
8147;86,782;87,87;87,89;88,13;74,1;73,42;93,31
8148;85,57;86,86;87,89;89,58;74,1;92,37;93,31
8149;80,842;82,92;87,71;89,58;74,1;92,37;93,31
8150;83,47;85,11;89,2;89,58;74,1;92,37;93,31
8151;84,538;86;89,78;90,03;88,78;92,37;93,31
8152;92,194;92,38;89,76;90,71;92,37;94,23;93,31
8153;93,418;93,4;90,96;92,67;95,15;94,23;93,31
8154;93,098;93,45;90,3;92,55;95,15;94,33;95,21
8155;91,41;91,92;89,94;92,55;95,15;94,7;94,47
8156;85,77;87,22;90,3;92,69;95,62;94,23;94,47
8157;84,558;86,22;89,94;92,55;95,62;94,43;94,53
8158;81,03;83,27;88,96;93,75;95,25;94,43;94,47
8159;80,202;82,92;88,98;94,18;96,33;94,7;96,51
8160;80,498;82,95;88,54;94,2;99,78;97,48;95,21
8161;80,784;82,95;88,96;94,19;100,01;98,81;93,78
8162;80,282;82,95;89,21;94,2;100,01;98,02;96,29
8163;81,014;83,38;89,21;94,54;99,78;99,24;95,21
8164;80,486;82,95;88,67;94,35;100,03;98,81;95,27
8165;80,778;83,45;89,76;94,67;100,01;98,59;96,81
8166;84,254;86,26;89,78;95,79;100,03;99,24;96,29
8167;83,942;86,26;89,78;97,75;102,34;99,56;97,85
8168;86,032;88,07;90,21;97,75;102,69;101,53;98,26
8169;86,05;87,98;90,06;97,75;101,71;99,61;97,63
8170;89,234;90,67;89,76;96,41;100,53;99,56;97,85
8171;87,292;89,09;89,78;95,47;101,1;99,61;98,08
8172;90,832;92,04;89,94;95,79;100,76;99,79;98,08
8173;90,768;91,99;89,78;96,41;101,71;100,12;98,1
8174;90,924;92,18;89,94;96,6;102,37;100,73;98,46
8175;94,044;94,75;91,03;96,6;102,37;101,38;98,28
8176;96,864;97,19;91,57;96,71;102,69;101,7;98,82
8177;98,634;98,72;92,66;97,25;102,96;101,59;99,15
8178;96,554;97,19;92,89;97,75;102,51;102,71;100,37
8179;97,322;97,93;92,52;97,75;103,26;101,97;100,97
8180;95,528;96,42;91,87;97,75;102,96;102,79;100,88
8181;94,322;95,43;91,07;99,35;102,96;101,97;100,97
8182;93,826;95,14;90,96;99,35;102,69;101,87;101,71
8183;93,886;95,19;90,96;98,65;103,79;101,97;101,71
8184;93,448;95,27;90,57;97,75;103,79;102,79;104,38
8185;95,082;96,5;91,04;97,75;103,79;101,97;103,59
8186;93,778;95,27;91,04;97,75;103,79;102,79;102,73
8187;93,942;95,55;91,04;99,15;104,41;101,87;103,59
8188;95,078;96,5;91,91;97,75;105,49;102,79;103,61
8189;96,224;98,05;91,09;97,75;104,75;102,79;107,18
8190;104,956;105,19;92,65;97,75;105,53;102,79;106,36
8191;115,244;115,86;92,65;97,75;104,41;102,79;118,94
8192;118,712;118,75;92,65;98,33;105,49;103,3;118,94
8193;109,72;111,91;92,65;98,65;107,62;103,3;122,86
8194;126,564;124,64;93,89;98,12;103,8;105,4;115,02
8195;119,2;119,81;96,13;99,35;106,72;105,68;122,86
8196;119,804;119,81;97,91;98,65;105,49;104,51;119,84
8197;126,302;124,64;105,7;98,76;104,75;103,3;116,33
8198;132,712;131,07;99,16;100,23;107,05;104,51;122,86
8199;151,256;148,78;108,39;100,23;107,05;105,4;136,4
8200;167,448;163,7;113,06;105,23;114,13;121,15;144,96
8201;162,564;160,69;113,06;108,02;113,21;122,18;151,32
8202;160,382;159,37;113,06;107,48;111,63;127,66;154,31
8203;144,83;144,26;113,06;103,95;108,35;110,29;141,41
8204;119,722;119,81;113,06;103,33;107,62;107,94;120,25
8205;124,268;122,93;105,7;100,82;105,58;104,51;116,24
8206;101,056;104,69;110,04;98,65;105,58;103,3;122,86
8207;102,524;104,01;105,7;97,67;103,79;103,3;111,44
8208;104,128;105,1;105,7;97,55;104,03;102,79;109,96
8209;103,408;104,5;112,43;96,58;104,03;103,29;109,96
8210;104,932;105,1;105,7;96,71;103,79;103,29;105,94
8211;103,408;104,5;105,7;96,71;103,79;102,79;109,96
8212;104,678;104,5;112,43;96,88;103,79;103,29;103,61
8213;107,62;109,35;105,7;97,76;103,79;103,29;118
8214;127,904;125,16;122,28;97,76;104,03;103,29;111,44
8215;134,38;131,65;130,05;97,68;103,79;105,74;118
8216;146,476;141,06;122,81;99,35;103,79;103,29;113,98
8217;119,968;118,97;111,51;98,01;103,79;106,95;113,98
8218;127,396;125,16;113,06;99,75;103,79;104,53;113,98
8219;123,538;122,2;122,28;100,82;103,79;103,32;115,51
8220;118,84;118,9;124,15;100,27;103,79;102,8;119,2
8221;132,412;129,34;127,25;100,82;103,79;106,95;113,98
8222;126,266;126,23;127,25;101,05;103,79;106,95;126,05
8223;159,26;154,83;138,51;103,34;105,22;106,95;132,68
8224;192,562;186,17;151,74;107,68;107,29;108,59;154,21
8225;164,948;159,57;152,88;109,93;109,6;109,05;132,68
8226;164,708;159,37;142,67;109,93;107,05;109,37;132,68
8227;134,624;134,3;133,2;109,62;107,05;109,05;132,68
8228;130,298;134,3;127,25;110,01;107,05;112,53;154,31
8229;111;114,85;122,28;110,01;105,52;106,95;134,1
8230;96,132;106,03;122,28;110,01;105,22;106,95;155,52
8231;99,324;105,12;112,63;109,93;104,86;107,41;134,1
8232;99,032;104,64;122,29;107,02;107,05;105,95;132,68
8233;101,422;104,56;114,61;106,25;105,59;105,95;120,25
8234;102,052;104,56;111,12;106,13;103,79;105,95;117,1
8235;102,878;104,56;122,29;106,12;103,79;105,95;112,97
8236;101,476;104,08;113,94;106,12;101,71;102,79;117,1
8237;104,318;105,76;111,51;109,62;102,34;102,79;112,97
8238;115,732;115,96;122,29;109,68;101,96;102,79;117,1
8239;117,902;117,08;122,29;111,83;101,71;102,79;112,97
8240;138,994;134,35;122,29;113,01;102,34;102,79;111,13
8241;140,232;134,35;122,29;107,68;101,71;102,79;104,94
8242;119,006;116,51;122,29;109,62;100,95;101,56;104,03
8243;113,23;111,12;120,29;111,86;100,39;101,38;100,57
8244;110,954;109,19;113,97;109,45;100,21;100,38;100,37
8245;117,366;114,43;113,94;107,49;100,18;100,45;99,75
8246;116,052;113,15;109,22;107,54;100,39;100,38;98,64
8247;120,984;117,29;116,77;107,68;100,53;101,35;98,82
8248;143,682;136,36;119,59;110,02;101,96;102,61;99,75
8249;141,026;134,35;122;111,86;103,4;103,74;100,97
8250;134,01;128,46;116,55;114,33;103,64;102,8;100,71
8251;113,452;111,3;110,95;114,33;104,27;102,8;100,54
8252;109,314;107,88;108,77;110,02;103,79;107,17;100,71
8253;106,232;105,26;108,68;110,02;105,22;104,61;100,4
8254;104,008;103,43;109,22;110,46;104,27;104,47;100,54
8255;104,036;103,43;106,48;109,62;105,52;106,46;100,4
8256;106,83;105,81;110,33;110,02;103,8;105,4;100,71
8257;106,894;105,81;108,82;109,63;103,57;104,63;100,39
8258;106,864;105,81;109,22;110,02;103,26;106,25;100,54
8259;106,864;105,81;109,22;110,02;103,71;103,74;100,54
8260;106,83;105,81;107,53;110,02;103,79;104,47;100,71
8261;109,482;108,02;110,25;110,02;103,8;105,4;100,71
8262;117,376;114,57;116,55;110,46;104,98;112,12;100,54
8263;132,292;127,05;112,09;110,02;105,91;110,34;100,84
8264;141,508;134,73;116,55;113,17;105,49;112,12;100,84
8265;129,774;125,11;113,98;114,58;105,65;108,76;101,79
8266;140,922;134,4;113,98;113,17;104,75;112,12;101,79
8267;132,01;127,05;118,67;115,34;106,43;112,25;102,25
8268;135,142;129,66;115,28;114,34;105,63;110,33;102,25
8269;140,734;134,4;122,3;115,42;107,43;116,14;102,73
8270;158,854;149,42;131,74;121,14;107,86;113,35;102,25
8271;171,514;159,97;142,69;129,35;111,62;116,14;102,25
8272;180,584;168;151,75;149,69;125,78;133,98;105,08
8273;177,032;165,15;152,01;151,89;128,9;139,79;105,74
8274;174,032;162,94;143,08;148,53;123,22;134,54;107,48
8275;159,108;150,86;141,74;134,42;116,72;127,65;109,62
